Model,Year,Region,Color,Fuel Type,Base Price (USD),Horsepower,Sales Volume,Turbo
GLB,2020,Global,Blue,Petrol,89272,221,1,Yes
E-Class,2025,Global,Blue,Petrol,83632,560,1,Yes
S-Class,2023,Global,White,Petrol,350191,355,1,Yes
GLC,2022,Global,Green,Petrol,123306,353,1,Yes
GLE,2023,Global,Silver,Petrol,82125,456,1,Yes
E-Class,2020,Global,Red,Petrol,85694,254,1,Yes
E-Class,2025,Global,Orange,Electric,83678,371,1,Yes
GLC,2020,Global,Black,Petrol,94429,389,1,No
CLA,2022,Global,Yellow,Diesel,82528,315,1,Yes
A-Class,2022,Global,Grey,Diesel,78728,297,1,Yes
CLA,2020,Global,Red,Petrol,64715,222,1,Yes
GLB,2024,Global,Black,Petrol,95684,246,1,Yes
CLA,2024,Global,Blue,Hybrid,66228,287,1,No
GLC,2024,Global,White,Petrol,166829,258,1,No
GLC,2021,Global,White,Petrol,123213,214,1,Yes
GLE,2022,Global,Grey,Diesel,109296,332,1,Yes
GLB,2020,Global,Silver,Diesel,74948,366,1,No
GLE,2023,Global,Black,Petrol,96657,364,1,Yes
GLS,2023,Global,White,Petrol,158132,355,1,No
E-Class,2021,Global,Silver,Petrol,39438,524,1,Yes
GLC,2023,Global,White,Petrol,122262,335,1,Yes
GLE,2024,Global,Silver,Hybrid,152408,313,1,Yes
A-Class,2024,Global,Orange,Hybrid,86590,391,1,Yes
GLE,2022,Global,White,Petrol,105584,296,1,Yes
S-Class,2024,Global,Silver,Hybrid,243966,590,1,Yes
E-Class,2024,Global,Orange,Petrol,101301,209,1,Yes
A-Class,2020,Global,Black,Petrol,77694,306,1,Yes
G-Class,2022,Global,Red,Petrol,136521,515,1,Yes
GLC,2024,Global,Black,Hybrid,141890,345,1,Yes
GLC,2025,Global,Grey,Hybrid,87776,277,1,Yes
GLC,2025,Global,Blue,Hybrid,142937,441,1,Yes
GLA,2024,Global,Grey,Petrol,85618,364,1,No
GLB,2024,Global,White,Petrol,89502,328,1,Yes
GLE,2023,Global,White,Electric,119835,402,1,Yes
C-Class,2022,Global,Grey,Petrol,45200,385,1,Yes
A-Class,2024,Global,White,Petrol,81852,395,1,Yes
E-Class,2023,Global,Grey,Electric,54846,205,1,Yes
GLC,2024,Global,White,Electric,146599,336,1,Yes
GLE,2020,Global,Black,Diesel,119347,427,1,Yes
C-Class,2025,Global,Black,Diesel,95021,239,1,Yes
A-Class,2021,Global,Silver,Petrol,92577,163,1,No
GLC,2021,Global,Silver,Petrol,150781,358,1,Yes
CLA,2025,Global,White,Petrol,47997,220,1,Yes
GLC,2021,Global,Silver,Petrol,133421,307,1,Yes
S-Class,2022,Global,Black,Electric,138227,611,1,No
GLA,2023,Global,Black,Petrol,44474,417,1,Yes
CLA,2025,Global,Yellow,Petrol,95180,248,1,Yes
A-Class,2020,Global,Black,Petrol,54236,393,1,No
GLC,2025,Global,Black,Electric,122062,454,1,Yes
GLC,2022,Global,Silver,Petrol,135704,479,1,Yes
GLC,2024,Global,Silver,Electric,155050,414,1,Yes
C-Class,2025,Global,Green,Petrol,93635,281,1,Yes
A-Class,2024,Global,Black,Electric,100166,326,1,No
E-Class,2022,Global,Grey,Petrol,91110,573,1,Yes
E-Class,2024,Global,Blue,Electric,80674,414,1,Yes
CLS,2021,Global,Yellow,Petrol,81925,425,1,Yes
E-Class,2021,Global,Black,Diesel,79657,567,1,Yes
GLA,2024,Global,Blue,Petrol,98916,413,1,Yes
GLC,2020,Global,Black,Petrol,84875,321,1,Yes
GLE,2025,Global,Black,Electric,78809,250,1,Yes
GLC,2020,Global,Grey,Petrol,69841,210,1,Yes
E-Class,2021,Global,Black,Petrol,53572,267,1,Yes
GLB,2021,Global,Blue,Petrol,57917,355,1,Yes
AMG E 63,2024,Global,Blue,Hybrid,207812,579,1,Yes
A-Class,2021,Global,White,Petrol,57363,248,1,No
GLC,2025,Global,Grey,Hybrid,131422,433,1,Yes
GLE,2023,Global,White,Diesel,135686,574,1,No
C-Class,2024,Global,Grey,Hybrid,51849,320,1,Yes
GLB,2020,Global,Yellow,Diesel,48862,193,1,Yes
GLS,2022,Global,Grey,Diesel,173386,380,1,Yes
GLA,2024,Global,Blue,Diesel,44074,373,1,Yes
GLC,2024,Global,White,Diesel,111457,453,1,Yes
C-Class,2024,Global,Blue,Petrol,40739,349,1,Yes
AMG E 63,2020,Global,Orange,Diesel,196883,575,1,No
E-Class,2024,Global,Black,Hybrid,83569,486,1,No
E-Class,2023,Global,Brown,Petrol,46611,391,1,Yes
GLE,2022,Global,Silver,Electric,107546,469,1,Yes
GLC,2022,Global,Black,Petrol,108417,203,1,Yes
A-Class,2023,Global,Grey,Diesel,79109,220,1,Yes
CLA,2022,Global,White,Petrol,40981,230,1,Yes
GLC,2023,Global,White,Hybrid,117836,206,1,Yes
E-Class,2024,Global,Black,Petrol,53166,556,1,Yes
GLB,2020,Global,Silver,Petrol,45097,215,1,Yes
GLC,2025,Global,Yellow,Petrol,111021,419,1,Yes
S-Class,2025,Global,White,Hybrid,161698,650,1,Yes
GLC,2025,Global,Black,Diesel,126337,351,1,Yes
E-Class,2022,Global,Yellow,Diesel,86718,391,1,Yes
GLE,2022,Global,White,Petrol,93167,525,1,Yes
GLE,2025,Global,Grey,Hybrid,99114,445,1,Yes
E-Class,2024,Global,Black,Hybrid,92980,609,1,Yes
GLA,2023,Global,Yellow,Petrol,78506,304,1,Yes
GLC,2021,Global,Yellow,Petrol,118781,248,1,Yes
GLE,2022,Global,White,Diesel,76653,579,1,No
GLE,2025,Global,Blue,Hybrid,168379,409,1,Yes
GLB,2022,Global,White,Petrol,43306,200,1,Yes
AMG S 63,2024,Global,Black,Petrol,307243,807,1,Yes
CLA,2022,Global,Yellow,Petrol,62473,393,1,No
GLC,2020,Global,Blue,Diesel,134712,445,1,Yes
GLA,2021,Global,Silver,Petrol,50805,303,1,Yes
GLA,2022,Global,Black,Petrol,39496,324,1,No
GLE,2024,Global,Red,Petrol,164711,426,1,Yes
CLA,2024,Global,Black,Petrol,53184,310,1,Yes
GLB,2021,Global,Silver,Petrol,76484,178,1,Yes
CLA,2020,Global,Grey,Diesel,45322,407,1,Yes
A-Class,2021,Global,Blue,Petrol,78066,329,1,Yes
GLB,2020,Global,Silver,Petrol,75044,315,1,Yes
GLS,2021,Global,Black,Petrol,156103,473,1,Yes
GLC,2021,Global,Black,Petrol,131760,286,1,Yes
GLS,2023,Global,Grey,Petrol,179326,460,1,Yes
A-Class,2023,Global,Black,Hybrid,61493,176,1,Yes
GLE,2023,Global,Black,Electric,135259,269,1,Yes
GLC,2024,Global,Silver,Hybrid,131573,372,1,Yes
GLE,2022,Global,Grey,Petrol,95529,531,1,Yes
GLC,2022,Global,White,Diesel,74046,444,1,Yes
A-Class,2024,Global,White,Petrol,94643,211,1,Yes
C-Class,2023,Global,Black,Hybrid,47633,405,1,Yes
GLA,2020,Global,Grey,Petrol,44173,334,1,Yes
E-Class,2024,Global,Yellow,Petrol,81344,574,1,Yes
E-Class,2020,Global,Red,Petrol,48993,581,1,Yes
GLC,2025,Global,Black,Hybrid,133126,400,1,No
GLB,2020,Global,Black,Petrol,53033,299,1,Yes
A-Class,2020,Global,White,Petrol,48741,171,1,Yes
GLC,2023,Global,White,Petrol,89860,206,1,Yes
A-Class,2020,Global,White,Petrol,47662,277,1,Yes
GLE,2022,Global,Grey,Diesel,99706,546,1,Yes
GLC,2022,Global,Orange,Diesel,138048,383,1,Yes
GLE,2020,Global,Silver,Petrol,127250,298,1,No
GLE,2025,Global,Grey,Petrol,80039,284,1,Yes
GLB,2023,Global,Silver,Petrol,76355,219,1,No
GLC,2021,Global,Silver,Diesel,75424,359,1,Yes
AMG A 45,2023,Global,Black,Hybrid,333344,415,1,Yes
GLE,2024,Global,Black,Petrol,163243,330,1,Yes
E-Class,2021,Global,Brown,Petrol,39206,481,1,Yes
A-Class,2023,Global,Black,Petrol,57430,300,1,Yes
CLA,2024,Global,White,Petrol,97698,346,1,Yes
GLC,2020,Global,White,Petrol,145399,235,1,Yes
GLC,2020,Global,Black,Petrol,90368,495,1,Yes
A-Class,2025,Global,White,Hybrid,95531,234,1,Yes
GLB,2025,Global,Silver,Electric,62317,351,1,Yes
GLA,2022,Global,Grey,Petrol,58853,363,1,Yes
E-Class,2021,Global,Brown,Diesel,59429,455,1,Yes
C-Class,2022,Global,Black,Diesel,74220,483,1,Yes
GLE,2024,Global,Black,Petrol,73936,456,1,Yes
GLE,2020,Global,White,Petrol,60477,324,1,Yes
GLC,2025,Global,White,Electric,130942,432,1,Yes
GLE,2022,Global,White,Petrol,94196,567,1,Yes
GLC,2020,Global,Green,Diesel,109438,487,1,Yes
E-Class,2020,Global,Silver,Diesel,58432,362,1,Yes
GLA,2023,Global,Black,Petrol,45856,261,1,Yes
C-Class,2022,Global,Red,Petrol,41157,339,1,No
GLE,2023,Global,Black,Petrol,141922,409,1,Yes
C-Class,2020,Global,Orange,Hybrid,35217,255,1,Yes
C-Class,2023,Global,Green,Electric,54316,459,1,Yes
C-Class,2025,Global,Silver,Diesel,47384,412,1,No
GLC,2025,Global,Blue,Hybrid,160928,396,1,Yes
GLB,2024,Global,Silver,Electric,93492,237,1,No
GLE,2024,Global,Grey,Diesel,155922,534,1,Yes
C-Class,2023,Global,Black,Petrol,72409,327,1,Yes
GLC,2020,Global,Grey,Petrol,87148,387,1,Yes
GLA,2020,Global,Brown,Petrol,76956,179,1,No
C-Class,2024,Global,Grey,Electric,59676,243,1,Yes
GLC,2021,Global,Black,Diesel,108329,481,1,Yes
GLC,2023,Global,White,Petrol,157977,393,1,Yes
E-Class,2023,Global,White,Petrol,44093,430,1,Yes
GLC,2023,Global,White,Petrol,160529,375,1,Yes
E-Class,2025,Global,Black,Petrol,42255,473,1,Yes
GLE,2020,Global,Silver,Petrol,131124,405,1,Yes
GLC,2021,Global,Black,Diesel,118745,338,1,Yes
E-Class,2025,Global,Grey,Diesel,70511,235,1,Yes
A-Class,2020,Global,Silver,Diesel,54165,386,1,Yes
GLS,2023,Global,Silver,Petrol,270831,400,1,No
GLA,2025,Global,Silver,Hybrid,97555,194,1,Yes
GLA,2025,Global,Brown,Hybrid,43197,275,1,Yes
GLB,2025,Global,Silver,Hybrid,83677,273,1,Yes
GLB,2024,Global,Blue,Electric,62165,346,1,No
A-Class,2024,Global,Black,Petrol,94852,402,1,Yes
GLE,2023,Global,White,Hybrid,127688,440,1,Yes
E-Class,2022,Global,Green,Hybrid,48465,366,1,Yes
GLC,2023,Global,Blue,Petrol,134466,217,1,Yes
GLE,2021,Global,White,Petrol,104885,597,1,Yes
E-Class,2025,Global,Black,Hybrid,69702,424,1,No
GLB,2025,Global,Green,Diesel,89343,204,1,Yes
GLS,2025,Global,White,Electric,224494,428,1,No
GLC,2023,Global,Black,Diesel,82200,442,1,Yes
C-Class,2025,Global,Black,Petrol,86605,467,1,Yes
GLA,2022,Global,Grey,Diesel,91336,400,1,Yes
C-Class,2022,Global,Black,Diesel,59827,443,1,No
CLS,2021,Global,Black,Diesel,76435,413,1,Yes
GLS,2022,Global,Silver,Diesel,132479,424,1,Yes
GLA,2020,Global,Grey,Petrol,77682,206,1,Yes
GLA,2023,Global,Red,Petrol,39110,225,1,No
GLE,2021,Global,White,Diesel,106015,506,1,Yes
CLA,2025,Global,Silver,Petrol,85935,419,1,Yes
A-Class,2025,Global,White,Electric,43276,362,1,Yes
E-Class,2025,Global,Grey,Electric,61433,525,1,Yes
A-Class,2022,Global,Yellow,Petrol,86588,192,1,No
A-Class,2022,Global,Grey,Petrol,86934,350,1,Yes
A-Class,2020,Global,Grey,Petrol,47869,420,1,Yes
GLS,2022,Global,White,Petrol,271407,510,1,Yes
GLE,2024,Global,Black,Hybrid,157126,332,1,Yes
GLC,2023,Global,Yellow,Petrol,96139,296,1,Yes
A-Class,2020,Global,Black,Diesel,39871,235,1,Yes
C-Class,2020,Global,Black,Petrol,39511,228,1,No
C-Class,2020,Global,Blue,Petrol,67106,234,1,Yes
GLA,2024,Global,Black,Hybrid,57572,218,1,Yes
GLC,2022,Global,White,Petrol,112524,437,1,Yes
C-Class,2025,Global,Black,Electric,70511,400,1,Yes
GLC,2023,Global,Yellow,Hybrid,143195,286,1,Yes
GLA,2024,Global,White,Hybrid,99307,262,1,Yes
E-Class,2021,Global,Grey,Diesel,58257,541,1,Yes
GLA,2022,Global,Black,Petrol,48736,290,1,Yes
A-Class,2020,Global,Silver,Diesel,41070,300,1,Yes
C-Class,2022,Global,Yellow,Electric,47568,356,1,Yes
E-Class,2020,Global,Black,Petrol,64248,360,1,Yes
E-Class,2025,Global,Blue,Petrol,75330,307,1,No
GLS,2024,Global,White,Petrol,190316,532,1,Yes
A-Class,2022,Global,Silver,Diesel,40434,284,1,No
A-Class,2022,Global,White,Petrol,70728,169,1,Yes
GLA,2025,Global,Green,Electric,45464,225,1,Yes
GLC,2023,Global,Black,Petrol,161221,242,1,No
AMG A 45,2020,Global,Blue,Petrol,135073,391,1,Yes
GLA,2022,Global,Silver,Petrol,81850,164,1,Yes
E-Class,2023,Global,Blue,Diesel,84823,508,1,Yes
GLA,2023,Global,Black,Electric,61708,277,1,Yes
GLC,2023,Global,Silver,Hybrid,82182,455,1,Yes
E-Class,2021,Global,Green,Petrol,70132,249,1,Yes
GLC,2022,Global,Grey,Petrol,160198,254,1,Yes
GLE,2025,Global,Black,Electric,127801,416,1,Yes
GLE,2023,Global,Black,Electric,163852,461,1,Yes
A-Class,2020,Global,Silver,Petrol,63132,178,1,Yes
GLB,2024,Global,Red,Petrol,70147,213,1,Yes
C-Class,2025,Global,Black,Hybrid,84171,379,1,Yes
A-Class,2024,Global,Grey,Electric,94662,208,1,Yes
AMG E 63,2021,Global,Blue,Petrol,125719,598,1,Yes
G-Class,2020,Global,Black,Diesel,306149,456,1,Yes
GLC,2020,Global,Red,Petrol,67012,352,1,Yes
GLC,2023,Global,Grey,Diesel,110380,385,1,Yes
GLC,2022,Global,White,Diesel,91784,338,1,Yes
GLE,2023,Global,Silver,Petrol,81320,475,1,Yes
AMG C 63,2025,Global,Green,Electric,252934,477,1,Yes
GLC,2020,Global,Grey,Petrol,68132,299,1,Yes
GLE,2021,Global,White,Diesel,148703,609,1,No
GLC,2021,Global,Silver,Diesel,106660,392,1,No
C-Class,2025,Global,Orange,Petrol,46313,493,1,Yes
GLC,2022,Global,Black,Petrol,144431,441,1,Yes
C-Class,2021,Global,Grey,Petrol,47885,327,1,Yes
AMG A 45,2024,Global,Yellow,Hybrid,191185,411,1,Yes
GLC,2020,Global,White,Diesel,81029,412,1,No
CLA,2022,Global,White,Diesel,90210,312,1,Yes
GLC,2025,Global,Silver,Diesel,165610,235,1,Yes
GLC,2022,Global,Grey,Hybrid,85877,299,1,Yes
GLE,2021,Global,Blue,Petrol,94520,390,1,Yes
S-Class,2022,Global,Grey,Petrol,287011,542,1,Yes
GLB,2023,Global,Silver,Petrol,44183,398,1,Yes
A-Class,2022,Global,Grey,Petrol,39911,180,1,Yes
E-Class,2024,Global,Grey,Electric,97712,554,1,No
A-Class,2022,Global,Silver,Petrol,40431,295,1,No
A-Class,2021,Global,Red,Petrol,40484,289,1,Yes
GLC,2024,Global,Black,Hybrid,105689,369,1,No
A-Class,2024,Global,Yellow,Hybrid,57322,347,1,Yes
C-Class,2022,Global,Black,Hybrid,62727,339,1,Yes
C-Class,2020,Global,Grey,Petrol,58020,242,1,Yes
GLC,2022,Global,Grey,Petrol,89083,354,1,Yes
GLB,2024,Global,White,Petrol,80627,271,1,Yes
GLA,2025,Global,Silver,Hybrid,43437,194,1,Yes
CLA,2022,Global,Blue,Petrol,41260,373,1,Yes
GLE,2023,Global,Grey,Hybrid,150112,611,1,Yes
GLB,2023,Global,Blue,Hybrid,55778,286,1,Yes
CLS,2024,Global,Black,Diesel,80162,319,1,Yes
GLC,2024,Global,Yellow,Hybrid,81940,294,1,Yes
AMG E 63,2025,Global,Silver,Electric,244800,600,1,No
GLB,2021,Global,White,Petrol,85139,267,1,Yes
CLA,2021,Global,Black,Diesel,37126,282,1,Yes
GLB,2021,Global,White,Petrol,36489,296,1,No
E-Class,2023,Global,White,Diesel,76915,200,1,No
CLA,2020,Global,Black,Diesel,86768,257,1,Yes
GLE,2024,Global,Black,Electric,99200,580,1,Yes
CLA,2020,Global,Silver,Petrol,82052,251,1,Yes
GLA,2024,Global,Black,Petrol,69074,307,1,Yes
GLC,2022,Global,Black,Petrol,71453,468,1,Yes
GLC,2021,Global,Grey,Diesel,72114,382,1,Yes
CLA,2021,Global,White,Diesel,73379,402,1,Yes
GLB,2024,Global,Grey,Electric,69655,240,1,Yes
GLE,2020,Global,Yellow,Diesel,105525,283,1,Yes
E-Class,2023,Global,Blue,Petrol,80984,429,1,Yes
A-Class,2020,Global,White,Diesel,82979,202,1,Yes
S-Class,2021,Global,Blue,Hybrid,338611,421,1,Yes
GLA,2021,Global,Blue,Hybrid,82742,334,1,No
C-Class,2024,Global,Black,Hybrid,98142,270,1,Yes
GLS,2022,Global,Grey,Diesel,272540,482,1,No
S-Class,2021,Global,Red,Petrol,187193,642,1,Yes
C-Class,2024,Global,Grey,Electric,46113,388,1,Yes
GLA,2025,Global,Red,Petrol,105317,415,1,Yes
CLA,2024,Global,Black,Diesel,46452,414,1,Yes
GLA,2021,Global,Black,Diesel,78718,210,1,Yes
C-Class,2022,Global,White,Petrol,55132,302,1,Yes
GLC,2024,Global,Black,Diesel,74864,342,1,No
A-Class,2022,Global,Silver,Petrol,70972,340,1,Yes
GLE,2024,Global,Silver,Petrol,104064,572,1,No
GLC,2023,Global,Silver,Petrol,142810,415,1,Yes
GLC,2024,Global,White,Hybrid,122195,378,1,Yes
A-Class,2024,Global,Grey,Petrol,101205,166,1,Yes
GLC,2022,Global,Black,Petrol,119226,421,1,Yes
GLB,2023,Global,White,Hybrid,71476,199,1,No
GLE,2023,Global,Silver,Petrol,111328,517,1,Yes
GLC,2021,Global,White,Diesel,99075,331,1,No
GLB,2024,Global,Grey,Hybrid,52491,282,1,No
AMG C 63,2022,Global,Black,Petrol,219438,506,1,Yes
GLC,2021,Global,Yellow,Petrol,135046,430,1,Yes
AMG C 63,2022,Global,Silver,Petrol,371789,483,1,No
GLA,2024,Global,White,Diesel,62336,181,1,Yes
E-Class,2021,Global,Grey,Petrol,89948,539,1,No
GLC,2021,Global,White,Petrol,79431,342,1,Yes
GLE,2020,Global,White,Petrol,74890,574,1,Yes
A-Class,2021,Global,Silver,Hybrid,54425,315,1,Yes
GLC,2020,Global,Silver,Diesel,110474,224,1,Yes
GLC,2025,Global,Black,Hybrid,118541,282,1,Yes
C-Class,2024,Global,White,Electric,53194,282,1,Yes
GLB,2023,Global,Yellow,Petrol,66240,287,1,Yes
GLE,2020,Global,White,Petrol,140928,297,1,No
GLA,2023,Global,White,Petrol,84672,389,1,Yes
GLA,2024,Global,Red,Petrol,99767,416,1,Yes
GLE,2022,Global,Silver,Petrol,94485,275,1,Yes
A-Class,2024,Global,Grey,Diesel,96367,233,1,Yes
GLE,2021,Global,Silver,Petrol,118022,281,1,Yes
GLE,2025,Global,Black,Hybrid,103949,554,1,Yes
C-Class,2025,Global,Grey,Electric,45864,244,1,Yes
GLE,2025,Global,Black,Electric,173736,458,1,Yes
E-Class,2020,Global,Grey,Petrol,83255,400,1,Yes
GLA,2025,Global,Yellow,Hybrid,72495,320,1,Yes
GLA,2021,Global,Black,Petrol,56975,236,1,Yes
C-Class,2022,Global,Silver,Petrol,60656,478,1,Yes
A-Class,2024,Global,White,Petrol,78865,415,1,Yes
GLC,2023,Global,Silver,Petrol,97930,214,1,Yes
C-Class,2024,Global,Black,Petrol,54016,232,1,No
GLS,2023,Global,Silver,Petrol,213661,523,1,No
C-Class,2021,Global,Red,Petrol,70928,220,1,Yes
GLB,2023,Global,White,Hybrid,97044,200,1,Yes
CLA,2023,Global,Red,Petrol,76821,255,1,Yes
AMG GT,2020,Global,Black,Petrol,240927,491,1,Yes
E-Class,2025,Global,Black,Petrol,61377,459,1,Yes
GLC,2020,Global,Brown,Diesel,66112,444,1,Yes
A-Class,2021,Global,Black,Hybrid,92160,371,1,Yes
GLC,2022,Global,White,Petrol,127733,382,1,Yes
GLC,2025,Global,Silver,Hybrid,132750,268,1,Yes
GLC,2020,Global,Black,Petrol,79696,343,1,Yes
C-Class,2023,Global,Silver,Diesel,93023,288,1,Yes
A-Class,2025,Global,White,Hybrid,77759,231,1,Yes
GLC,2025,Global,Black,Hybrid,150027,372,1,Yes
A-Class,2024,Global,White,Diesel,61626,377,1,Yes
A-Class,2023,Global,Black,Petrol,61685,222,1,No
AMG A 45,2025,Global,White,Petrol,215691,411,1,Yes
GLB,2024,Global,Blue,Petrol,71719,228,1,Yes
GLA,2024,Global,Black,Hybrid,61534,183,1,Yes
GLC,2021,Global,Grey,Diesel,122083,271,1,Yes
A-Class,2025,Global,Black,Petrol,93433,416,1,Yes
GLA,2025,Global,Silver,Electric,80077,242,1,Yes
GLE,2022,Global,Brown,Petrol,132884,580,1,Yes
GLC,2023,Global,Silver,Diesel,123264,367,1,Yes
A-Class,2023,Global,Black,Diesel,77606,303,1,Yes
GLC,2022,Global,White,Diesel,69797,510,1,No
C-Class,2022,Global,Blue,Hybrid,54243,502,1,No
E-Class,2021,Global,White,Petrol,59145,522,1,Yes
A-Class,2020,Global,Black,Petrol,85031,214,1,Yes
GLA,2023,Global,Silver,Electric,96956,320,1,Yes
A-Class,2025,Global,Silver,Electric,44456,227,1,Yes
GLS,2020,Global,Silver,Petrol,333701,407,1,Yes
C-Class,2020,Global,Silver,Petrol,61386,339,1,Yes
GLC,2025,Global,Grey,Electric,81345,381,1,Yes
A-Class,2022,Global,White,Petrol,44590,252,1,Yes
A-Class,2023,Global,Black,Petrol,62884,179,1,Yes
C-Class,2022,Global,Black,Diesel,70292,265,1,Yes
GLS,2020,Global,Grey,Diesel,317088,529,1,Yes
E-Class,2022,Global,Black,Petrol,58466,202,1,Yes
C-Class,2023,Global,Silver,Diesel,74428,344,1,Yes
GLS,2023,Global,Black,Electric,189229,385,1,Yes
CLA,2025,Global,Black,Electric,91714,378,1,Yes
GLA,2024,Global,Black,Hybrid,93340,197,1,No
CLA,2020,Global,Red,Petrol,51655,299,1,Yes
GLB,2021,Global,Blue,Electric,72556,233,1,Yes
S-Class,2022,Global,Blue,Hybrid,337908,770,1,Yes
C-Class,2022,Global,Red,Petrol,45662,463,1,Yes
GLE,2021,Global,Black,Petrol,91347,475,1,Yes
E-Class,2021,Global,White,Petrol,58897,558,1,Yes
GLA,2021,Global,Yellow,Petrol,41001,243,1,Yes
CLA,2024,Global,Black,Hybrid,62092,388,1,Yes
GLB,2020,Global,Brown,Petrol,86816,346,1,No
E-Class,2024,Global,Silver,Petrol,58491,379,1,Yes
A-Class,2024,Global,Green,Electric,65130,408,1,Yes
GLE,2020,Global,White,Petrol,135567,279,1,Yes
GLA,2023,Global,White,Petrol,95643,219,1,No
GLC,2023,Global,Grey,Diesel,152099,271,1,Yes
GLS,2023,Global,Grey,Electric,350313,604,1,Yes
GLA,2023,Global,Blue,Diesel,43883,245,1,Yes
GLC,2025,Global,Black,Hybrid,79954,469,1,Yes
GLC,2023,Global,White,Hybrid,159325,212,1,No
GLB,2023,Global,Blue,Petrol,76419,317,1,Yes
C-Class,2025,Global,Grey,Hybrid,80617,355,1,Yes
CLA,2022,Global,Grey,Petrol,66298,275,1,Yes
E-Class,2025,Global,Blue,Hybrid,66298,275,1,Yes
E-Class,2023,Global,Grey,Hybrid,71854,224,1,Yes
GLC,2024,Global,Yellow,Petrol,142217,269,1,Yes
A-Class,2025,Global,Red,Electric,62413,265,1,Yes
CLA,2023,Global,Silver,Petrol,91507,214,1,Yes
GLC,2022,Global,White,Petrol,80892,400,1,Yes
E-Class,2023,Global,Grey,Diesel,78100,544,1,Yes
GLE,2021,Global,Silver,Diesel,62448,304,1,No
E-Class,2024,Global,Silver,Petrol,86844,263,1,No
A-Class,2022,Global,Grey,Petrol,94081,392,1,Yes
GLB,2021,Global,Grey,Petrol,49923,270,1,Yes
CLA,2021,Global,Black,Hybrid,45961,400,1,Yes
A-Class,2025,Global,Grey,Electric,92181,266,1,Yes
GLE,2023,Global,Black,Petrol,74544,520,1,Yes
GLC,2024,Global,Grey,Electric,75084,247,1,Yes
A-Class,2025,Global,Black,Electric,78694,201,1,No
GLE,2022,Global,Blue,Petrol,136110,343,1,Yes
GLE,2021,Global,White,Petrol,96323,416,1,Yes
A-Class,2024,Global,Black,Petrol,39977,343,1,Yes
A-Class,2024,Global,White,Petrol,83300,401,1,Yes
C-Class,2021,Global,Silver,Petrol,56049,430,1,Yes
GLB,2023,Global,Yellow,Petrol,72070,274,1,Yes
GLB,2021,Global,Grey,Petrol,45663,239,1,No
GLA,2025,Global,White,Diesel,87519,259,1,Yes
CLA,2020,Global,Green,Petrol,52515,274,1,Yes
GLE,2020,Global,White,Diesel,147517,273,1,Yes
GLB,2021,Global,Silver,Hybrid,38667,310,1,No
A-Class,2022,Global,Blue,Electric,58183,270,1,Yes
GLC,2024,Global,Blue,Petrol,163375,331,1,Yes
GLC,2021,Global,White,Diesel,147242,375,1,Yes
GLC,2023,Global,Black,Petrol,110601,343,1,Yes
GLC,2023,Global,Brown,Hybrid,114908,270,1,Yes
GLC,2021,Global,Silver,Petrol,101553,226,1,Yes
GLB,2021,Global,White,Diesel,51448,330,1,Yes
C-Class,2020,Global,Black,Petrol,84496,223,1,Yes
S-Class,2020,Global,Silver,Diesel,286461,647,1,No
E-Class,2022,Global,Black,Diesel,55345,425,1,Yes
A-Class,2021,Global,Grey,Petrol,72815,280,1,Yes
GLB,2023,Global,Black,Petrol,42567,212,1,Yes
GLC,2023,Global,Black,Diesel,66391,484,1,No
C-Class,2025,Global,Silver,Hybrid,75800,400,1,Yes
GLA,2024,Global,Silver,Petrol,81219,218,1,No
A-Class,2020,Global,Black,Diesel,50452,221,1,Yes
A-Class,2023,Global,White,Hybrid,83912,280,1,Yes
GLC,2024,Global,Grey,Hybrid,81915,483,1,Yes
A-Class,2024,Global,Silver,Hybrid,51457,179,1,No
C-Class,2020,Global,Grey,Diesel,85540,391,1,Yes
GLA,2024,Global,Green,Petrol,73760,161,1,Yes
GLC,2020,Global,Yellow,Diesel,120898,286,1,Yes
S-Class,2021,Global,Grey,Petrol,349754,492,1,Yes
CLA,2020,Global,Black,Petrol,61771,381,1,Yes
E-Class,2023,Global,Black,Electric,58234,559,1,Yes
GLA,2023,Global,Silver,Diesel,71398,292,1,No
GLA,2025,Global,Black,Electric,62118,392,1,Yes
C-Class,2020,Global,Silver,Petrol,48469,247,1,Yes
C-Class,2023,Global,Grey,Petrol,67266,313,1,Yes
GLE,2023,Global,Black,Diesel,135219,296,1,No
AMG C 63,2025,Global,White,Petrol,401201,510,1,Yes
GLC,2022,Global,Green,Petrol,103656,498,1,Yes
GLC,2022,Global,Black,Petrol,150601,262,1,Yes
E-Class,2023,Global,Black,Petrol,63088,594,1,Yes
GLB,2025,Global,Brown,Petrol,67522,386,1,Yes
GLC,2022,Global,White,Hybrid,78891,204,1,Yes
GLE,2021,Global,Black,Petrol,134747,418,1,No
A-Class,2020,Global,Grey,Petrol,84868,298,1,Yes
GLS,2024,Global,Black,Petrol,370059,451,1,Yes
GLB,2025,Global,Red,Hybrid,70856,342,1,No
S-Class,2024,Global,Blue,Petrol,278093,712,1,No
GLB,2023,Global,Black,Diesel,59663,215,1,Yes
E-Class,2023,Global,Blue,Petrol,79076,586,1,Yes
